#---------  Match entre o arquivo onde esta contido os dados de StetsonS   -------       1624 estrelas do        ---------
#---------         e o arquivo onde esta contido os dados do 2MASS         -------    Aglomerado aberto NGC188   ---------
#  r(arcmin)  RAJ2000_2m  DEJ2000_2m  RAJ2000_ste  DEJ2000_ste  AJ2000_2m   DEJ2000_2m  AJ2000_ste  DEJ2000_ste  Bmag  e_B  Vmag  e_V
#  Imag  e_I  Jmag   e_J   Hmag   e_H  Kmag  e_K   Memb(%)
 1.9902  0 49 58.543  85 14 45.660  0 49 58.700  85 14 45.700  12.493931  85.246017  12.494583  85.246025 16.567  0.006  15.891  0.006  15.092  0.004  14.640  0.032  14.310  0.067  14.231  0.058  82.
 1.9903  0 49 37.032  85 16 38.790  0 49 37.140  85 16 38.900  12.404300  85.277443  12.404750  85.277473 15.587  0.006  14.997  0.004  14.272  0.009  13.812  0.030  13.450  0.041  13.341  0.035  93.
 2.0020  0 48 55.015  85 17 12.630  0 48 55.140  85 17 12.800  12.229230  85.286842  12.229750  85.286888 17.552  0.007  16.755  0.005  15.841  0.007  15.300  0.050  14.863  0.082  15.065  0.132  91.
 2.0128  0 48 37.067  85 13 18.020  0 48 37.220  85 13 18.100  12.154444  85.221672  12.155084  85.221695 15.940  0.003  15.048  0.003  14.060  0.005  13.430  0.027  12.995  0.029  12.909  0.033  95.
 2.0153  0 46 50.296  85 15 41.250  0 46 50.430  85 15 41.300  11.709568  85.261459  11.710125  85.261475 16.465  0.002  15.796  0.002  15.025  0.004  14.580  0.032  14.192  0.060  14.172  0.064  97.
 2.0166  0 46 55.979  85 16  4.900  0 46 56.130  85 16  4.900  11.733244  85.268028  11.733875  85.268028 17.953  0.005  17.099  0.001  16.156  0.005  15.612  0.079  15.182  0.109  14.986  0.127  97.
 2.0232  0 46 53.915  85 14 37.370  0 46 54.100  85 14 37.200  11.724644  85.243713  11.725416  85.243660 14.796  0.003  14.332  0.003  13.724  0.004  13.200  0.080  12.430  99.99  12.744  0.066  42.
 2.0260  0 47 13.416  85 16 39.890  0 47 13.580  85 16 39.900  11.805901  85.277748  11.806583  85.277756 15.133  0.003  14.521  0.002  13.816  0.004  13.349  0.029  13.157  0.035  13.051  0.035  86.
 2.0414  0 47 26.156  85 16 55.570  0 47 26.340  85 16 55.700  11.858983  85.282104  11.859750  85.282143 17.020  0.002  16.292  0.001  15.471  0.003  14.999  0.044  14.619  0.056  14.415  0.086  98.
 2.0609  0 49  8.669  85 13 26.340  0 49  8.860  85 13 26.500  12.286120  85.223984  12.286917  85.224030 17.088  0.005  16.343  0.005  15.492  0.006  15.018  0.044  14.730  0.085  14.494  0.078  96.
 2.0698  0 49 57.570  85 14 28.280  0 49 57.770  85 14 28.300  12.489876  85.241188  12.490708  85.241188 20.803  0.016  19.421  0.006  17.741  0.007  16.673  0.154  15.996  0.212  14.988  99.99  76.
 2.0908  0 46 51.505  85 14 33.770  0 46 51.640  85 14 33.900  11.714605  85.242714  11.715167  85.242744 16.407  0.002  15.680  0.002  14.810  0.005  14.283  0.088  13.931  0.090  13.750  0.083   0.
 2.0965  0 49 17.404  85 17  6.540  0 49 17.500  85 17  6.700  12.322516  85.285149  12.322917  85.285194 15.610  0.004  14.917  0.003  14.115  0.007  13.630  0.029  13.264  0.040  13.247  0.031  95.
 2.0993  0 47  4.523  85 16 33.440  0 47  4.610  85 16 33.500  11.768844  85.275955  11.769208  85.275978 15.320  0.010  14.552  0.009  13.695  0.019  13.350  0.033  13.049  0.036  12.967  0.036  50.
 2.1096  0 49 44.795  85 13 57.900  0 49 44.980  85 13 58.100  12.436645  85.232750  12.437417  85.232803 17.489  0.007  16.706  0.005  15.832  0.010  15.241  0.051  14.891  0.084  14.719  0.086  88.
 2.1209  0 48  2.720  85 13 14.090  0 48  2.900  85 13 14.100  12.011333  85.220581  12.012083  85.220581 17.158  0.003  16.402  0.002  15.542  0.004  15.077  0.053  14.672  0.081  14.659  0.093  98.
 2.1221  0 46 51.755  85 14 28.000  0 46 51.930  85 14 28.000  11.715647  85.241112  11.716375  85.241104 18.733  0.010  17.661  0.006  16.313  0.008  15.474  0.063  14.931  0.081  14.736  0.108  79.
